numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07489;20151124083000;970.000000;40;3.000000;271.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.650000;mq;275.150000;0.040000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20151124073000;1850.000000;270;1.000000;259.550000;256.990000;81;0;0;0;0;0;mq;0;0;0;0.000000;mq;257.450000;mq;267.650000;0.200000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07888;20151124090000;1800.000000;0;0.000000;267.750000;260.130000;55;0;0;0;1;0;8000;0;0;2;0.000000;mq;261.650000;mq;270.650000;0.170000;0.000000;-99;768.000000;3100.000000;mq;268.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;4;mq;1;160.000000;
07900;20151124075000;2040.000000;0;0.000000;263.250000;259.820000;76;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.350000;mq;267.650000;0.450000;0.000000;-99;768.000000;3100.000000;mq;263.450000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;4;2;mq;1;60.000000;
07495;20151124085000;1440.000000;0;0.000000;265.850000;264.490000;90;0;0;0;2;1;3500;0;3;2;0.000000;mq;262.650000;mq;268.150000;0.180000;0.000000;-99;768.000000;3100.000000;mq;264.150000;mq;0;0;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;2;mq;1;100.000000;
07457;20151124104000;790.000000;0;0.000000;268.150000;mq;mq;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.150000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151124123000;1327.000000;0;0.000000;273.150000;271.710000;90;0;0;0;7;5;450;5;3;/;mq;mq;mq;mq;mq;0.220000;0.000000;-50;750.000000;3100.000000;mq;272.050000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07989;20151124085000;1670.000000;0;0.000000;275.050000;mq;mq;0;7;mq;2;2;150;2;0;0;mq;mq;269.150000;mq;275.050000;0.060000;mq;mq;768.000000;mq;mq;mq;mq;mq;5;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07985;20151124110000;1420.000000;130;1.000000;276.250000;271.880000;73;0;7;mq;1;1;150;2;0;0;mq;mq;mq;mq;mq;0.210000;0.100000;-50;750.000000;3110.000000;mq;272.450000;mq;0;5;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07697;20151124080000;1554.000000;0;0.000000;267.650000;262.680000;68;0;7;0;0;0;mq;0;0;0;0.100000;mq;265.150000;mq;271.150000;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20151124064000;1908.000000;0;0.000000;261.050000;252.500000;49;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.950000;mq;270.850000;0.040000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07933;20151124115100;1908.000000;0;0.000000;272.250000;263.380000;51;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151124070000;1860.000000;0;0.000000;261.150000;261.150000;100;0;7;0;0;0;mq;0;0;0;0.100000;mq;260.150000;mq;265.150000;0.020000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
